2025-03-26T22:26:15.387+09:00  INFO 36508 --- [main] com.example.signup.SignupApplication     : Starting SignupApplication using Java 17.0.10 with PID 36508 (C:\Users\USER\signup\signup\build\classes\java\main started by USER in C:\Users\USER\signup\signup)
2025-03-26T22:26:15.395+09:00 DEBUG 36508 --- [main] com.example.signup.SignupApplication     : Running with Spring Boot v3.2.6, Spring v6.1.8
2025-03-26T22:26:17.472+09:00 DEBUG 36508 --- [main] o.h.t.d.sql.spi.DdlTypeRegistry          : addDescriptor(-9, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@4c030fe1) replaced previous registration(org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@347123dc)
2025-03-26T22:26:17.472+09:00 DEBUG 36508 --- [main] o.h.t.d.sql.spi.DdlTypeRegistry          : addDescriptor(-3, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@52433946) replaced previous registration(org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@5403431a)
2025-03-26T22:26:17.473+09:00 DEBUG 36508 --- [main] o.h.t.d.sql.spi.DdlTypeRegistry          : addDescriptor(4003, org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@ab327c) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@3d798e76)
2025-03-26T22:26:17.473+09:00 DEBUG 36508 --- [main] o.h.t.d.sql.spi.DdlTypeRegistry          : addDescriptor(4001, org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@763b0996) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@386e9fd8)
2025-03-26T22:26:17.473+09:00 DEBUG 36508 --- [main] o.h.t.d.sql.spi.DdlTypeRegistry          : addDescriptor(4002, org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@618f627b) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@10745a02)
2025-03-26T22:26:17.473+09:00 DEBUG 36508 --- [main] o.h.t.d.sql.spi.DdlTypeRegistry          : addDescriptor(2004, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@3e2d8623) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@72715e61)
2025-03-26T22:26:17.473+09:00 DEBUG 36508 --- [main] o.h.t.d.sql.spi.DdlTypeRegistry          : addDescriptor(2005, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@68f776ee) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@5a6195b8)
2025-03-26T22:26:17.473+09:00 DEBUG 36508 --- [main] o.h.t.d.sql.spi.DdlTypeRegistry          : addDescriptor(2011, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@8af1c49) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@70d5d96b)
2025-03-26T22:26:17.475+09:00 DEBUG 36508 --- [main] o.h.t.d.jdbc.spi.JdbcTypeRegistry        : addDescriptor(NCharTypeDescriptor) replaced previous registration(CharTypeDescriptor)
2025-03-26T22:26:17.475+09:00 DEBUG 36508 --- [main] o.h.t.d.jdbc.spi.JdbcTypeRegistry        : addDescriptor(NVarcharTypeDescriptor) replaced previous registration(VarcharTypeDescriptor)
2025-03-26T22:26:17.475+09:00 DEBUG 36508 --- [main] o.h.t.d.jdbc.spi.JdbcTypeRegistry        : addDescriptor(LongNVarcharTypeDescriptor) replaced previous registration(LongVarcharTypeDescriptor)
2025-03-26T22:26:17.477+09:00 DEBUG 36508 --- [main] o.h.t.d.jdbc.spi.JdbcTypeRegistry        : addDescriptor(NClobTypeDescriptor(DEFAULT)) replaced previous registration(ClobTypeDescriptor(DEFAULT))
2025-03-26T22:26:17.477+09:00 DEBUG 36508 --- [main] o.h.t.d.jdbc.spi.JdbcTypeRegistry        : addDescriptor(2005, ClobTypeDescriptor(STREAM_BINDING)) replaced previous registration(ClobTypeDescriptor(DEFAULT))
2025-03-26T22:26:17.479+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration null -> org.hibernate.type.NullType@7d12429
2025-03-26T22:26:17.479+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Type registration key [null] overrode previous entry : `org.hibernate.type.NullType@55361f03`
2025-03-26T22:26:17.482+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration org.hibernate.type.DurationType -> basicType@1(java.time.Duration,3015)
2025-03-26T22:26:17.482+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration Duration -> basicType@1(java.time.Duration,3015)
2025-03-26T22:26:17.482+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.Duration -> basicType@1(java.time.Duration,3015)
2025-03-26T22:26:17.485+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration org.hibernate.type.OffsetDateTimeType -> basicType@2(java.time.OffsetDateTime,3003)
2025-03-26T22:26:17.485+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration OffsetDateTime -> basicType@2(java.time.OffsetDateTime,3003)
2025-03-26T22:26:17.485+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.OffsetDateTime -> basicType@2(java.time.OffsetDateTime,3003)
2025-03-26T22:26:17.485+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration org.hibernate.type.ZonedDateTimeType -> basicType@3(java.time.ZonedDateTime,3003)
2025-03-26T22:26:17.485+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration ZonedDateTime -> basicType@3(java.time.ZonedDateTime,3003)
2025-03-26T22:26:17.485+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.ZonedDateTime -> basicType@3(java.time.ZonedDateTime,3003)
2025-03-26T22:26:17.486+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration org.hibernate.type.OffsetTimeType -> basicType@4(java.time.OffsetTime,3007)
2025-03-26T22:26:17.486+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration OffsetTime -> basicType@4(java.time.OffsetTime,3007)
2025-03-26T22:26:17.486+09:00 DEBUG 36508 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.OffsetTime -> basicType@4(java.time.OffsetTime,3007)
2025-03-26T22:26:17.487+09:00 DEBUG 36508 --- [main] o.h.type.spi.TypeConfiguration$Scope     : Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@14590fe2] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@5922cff3]
2025-03-26T22:26:18.268+09:00  INFO 36508 --- [main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-03-26T22:26:18.268+09:00 DEBUG 36508 --- [main] o.h.type.spi.TypeConfiguration$Scope     : Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@14590fe2] to SessionFactoryImplementor [org.hibernate.internal.SessionFactoryImpl@48f2d51d]
2025-03-26T22:26:18.343+09:00 TRACE 36508 --- [main] o.h.type.spi.TypeConfiguration$Scope     : Handling #sessionFactoryCreated from [org.hibernate.internal.SessionFactoryImpl@48f2d51d] for TypeConfiguration
2025-03-26T22:26:18.343+09:00  INFO 36508 --- [main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-03-26T22:26:18.541+09:00  INFO 36508 --- [main] o.s.d.j.r.query.QueryEnhancerFactory     : Hibernate is in classpath; If applicable, HQL parser will be used.
2025-03-26T22:26:19.154+09:00  INFO 36508 --- [main] c.e.signup.service.NaverApiService       : NaverApiService initialized with dependencies
2025-03-26T22:26:19.261+09:00  WARN 36508 --- [main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-03-26T22:26:19.649+09:00  INFO 36508 --- [main] o.s.s.web.DefaultSecurityFilterChain     : Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7c9ecd9e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@276af32d, org.springframework.security.web.context.SecurityContextHolderFilter@db62b5f, org.springframework.security.web.header.HeaderWriterFilter@6b732d6, org.springframework.web.filter.CorsFilter@155ab4b, org.springframework.security.web.authentication.logout.LogoutFilter@7b78c40d, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@72a80415, org.springframework.security.web.session.ConcurrentSessionFilter@4f3f8115, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@26be5ee, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6845dfcc, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@689f60ea, org.springframework.security.web.session.SessionManagementFilter@153f6a67, org.springframework.security.web.access.ExceptionTranslationFilter@5cb7eb6c, org.springframework.security.web.access.intercept.AuthorizationFilter@7aa1e86b]
2025-03-26T22:26:20.013+09:00  INFO 36508 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port 8080 (http) with context path ''
2025-03-26T22:26:20.021+09:00  INFO 36508 --- [main] com.example.signup.SignupApplication     : Started SignupApplication in 5.112 seconds (process running for 5.494)
2025-03-26T22:26:20.078+09:00 DEBUG 36508 --- [main] org.hibernate.SQL                        : 
    select
        count(*) 
    from
        board_category bc1_0
2025-03-26T22:26:20.180+09:00  INFO 36508 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-03-26T22:26:20.180+09:00  INFO 36508 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2025-03-26T22:26:20.182+09:00  INFO 36508 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 2 ms
2025-03-26T22:26:24.872+09:00  INFO 36508 --- [http-nio-8080-exec-6] c.e.signup.controller.UserController     : ===== Starting Naver Login Process =====
2025-03-26T22:26:24.876+09:00  INFO 36508 --- [http-nio-8080-exec-6] c.e.signup.service.NaverApiService       : ===== Naver Authorization URL Generation =====
2025-03-26T22:26:24.876+09:00  INFO 36508 --- [http-nio-8080-exec-6] c.e.signup.service.NaverApiService       : Client ID: WteM7gNGfkJM9lP0SWpl
2025-03-26T22:26:24.876+09:00  INFO 36508 --- [http-nio-8080-exec-6] c.e.signup.service.NaverApiService       : Client Secret: exists
2025-03-26T22:26:24.876+09:00  INFO 36508 --- [http-nio-8080-exec-6] c.e.signup.service.NaverApiService       : Redirect URI (original): http://localhost:8080/login/naver/callback
2025-03-26T22:26:24.876+09:00  INFO 36508 --- [http-nio-8080-exec-6] c.e.signup.service.NaverApiService       : Redirect URI (encoded): http://localhost:8080/login/naver/callback
2025-03-26T22:26:24.876+09:00  INFO 36508 --- [http-nio-8080-exec-6] c.e.signup.service.NaverApiService       : State: a24b6194-8c02-49bc-98c0-2ced934b4d39
2025-03-26T22:26:24.876+09:00  INFO 36508 --- [http-nio-8080-exec-6] c.e.signup.service.NaverApiService       : Generated URL: https://nid.naver.com/oauth2.0/authorize?response_type=code&client_id=WteM7gNGfkJM9lP0SWpl&redirect_uri=http://localhost:8080/login/naver/callback&state=a24b6194-8c02-49bc-98c0-2ced934b4d39
2025-03-26T22:26:24.876+09:00  INFO 36508 --- [http-nio-8080-exec-6] c.e.signup.service.NaverApiService       : ===========================================
2025-03-26T22:26:24.876+09:00  INFO 36508 --- [http-nio-8080-exec-6] c.e.signup.controller.UserController     : Redirecting to Naver Authorization URL: https://nid.naver.com/oauth2.0/authorize?response_type=code&client_id=WteM7gNGfkJM9lP0SWpl&redirect_uri=http://localhost:8080/login/naver/callback&state=a24b6194-8c02-49bc-98c0-2ced934b4d39
2025-03-26T22:26:25.262+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.controller.UserController     : ===== Naver callback processing =====
2025-03-26T22:26:25.262+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.controller.UserController     : Naver callback received - code: gbKOn5Wb4fBDP7zZKZ, state: a24b6194-8c02-49bc-98c0-2ced934b4d39
2025-03-26T22:26:25.262+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : ===== Getting User Info from Naver =====
2025-03-26T22:26:25.262+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : Code: gbKOn5Wb4fBDP7zZKZ
2025-03-26T22:26:25.262+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : State: a24b6194-8c02-49bc-98c0-2ced934b4d39
2025-03-26T22:26:25.262+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : Token URL: https://nid.naver.com/oauth2.0/token?grant_type=authorization_code&client_id=WteM7gNGfkJM9lP0SWpl&client_secret=knW6aJgVW8&code=gbKOn5Wb4fBDP7zZKZ&state=a24b6194-8c02-49bc-98c0-2ced934b4d39
2025-03-26T22:26:25.556+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : Token Response Status: 200 OK
2025-03-26T22:26:25.557+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : Token Response Body: {"access_token":"AAAAPP3cEuFY88j6beUfErF8gnyOF8UlH2O_iS8REDRb2sNZbyDmkBi7JSToz6tniy7DRsPxHxrYWd2H-9ME8gpl7vo","refresh_token":"uO7zhonWzWus0LopYEVQPv7rdHVTox7ZsAOATI8cPL2x6jr142r2pDxwQkcCYYxsdVb90Wf3N6hbsf3qZbzamYG1Z9976Um4biinr1hAkUJz275k9ozWTMhSnHJ4rJpk0","token_type":"bearer","expires_in":"3600"}
2025-03-26T22:26:25.685+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : User Info Response Status: 200 OK
2025-03-26T22:26:25.685+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : User Info Response Body: {"resultcode":"00","message":"success","response":{"id":"l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo","age":"20-29","gender":"F","mobile":"010-4338-3841","mobile_e164":"+821043383841","name":"\uad8c\uccb4\uc740","birthday":"05-16","birthyear":"2000"}}
2025-03-26T22:26:25.686+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.controller.UserController     : Retrieved user info - ID: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo, Name: ±ÇÃ¼Àº, Email: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo@naver.com, Provider: NAVER
2025-03-26T22:26:25.706+09:00 DEBUG 36508 --- [http-nio-8080-exec-5] org.hibernate.SQL                        : 
    select
        ue1_0.user_idx,
        ue1_0.city,
        ue1_0.created_at,
        ue1_0.email,
        ue1_0.gender,
        ue1_0.naver_user_id,
        ue1_0.nickname,
        ue1_0.password,
        ue1_0.profile_image,
        ue1_0.provider,
        ue1_0.province,
        ue1_0.updated_at,
        ue1_0.user_id,
        ue1_0.user_name 
    from
        user_entity ue1_0 
    where
        ue1_0.user_id=?
2025-03-26T22:26:25.717+09:00  INFO 36508 --- [http-nio-8080-exec-5] com.example.signup.service.UserService   : Checking if user exists - userId: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo, exists: true
2025-03-26T22:26:25.723+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.controller.UserController     : User exists in database: true
2025-03-26T22:26:25.723+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.controller.UserController     : Existing user found. Processing login...
2025-03-26T22:26:25.724+09:00 DEBUG 36508 --- [http-nio-8080-exec-5] org.hibernate.SQL                        : 
    select
        ue1_0.user_idx,
        ue1_0.city,
        ue1_0.created_at,
        ue1_0.email,
        ue1_0.gender,
        ue1_0.naver_user_id,
        ue1_0.nickname,
        ue1_0.password,
        ue1_0.profile_image,
        ue1_0.provider,
        ue1_0.province,
        ue1_0.updated_at,
        ue1_0.user_id,
        ue1_0.user_name 
    from
        user_entity ue1_0 
    where
        ue1_0.user_id=?
2025-03-26T22:26:25.726+09:00  INFO 36508 --- [http-nio-8080-exec-5] com.example.signup.service.UserService   : User loaded: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo
2025-03-26T22:26:25.726+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.controller.UserController     : User loaded from database - ID: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo, Nickname: ¾È³ç123, Provider: NAVER
2025-03-26T22:26:25.728+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.controller.UserController     : Security context set for user: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo
2025-03-26T22:26:25.728+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.controller.UserController     : Current authentication: UsernamePasswordAuthenticationToken, Principal: org.springframework.security.core.userdetails.User [Username=l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Authenticated: true
2025-03-26T22:26:25.732+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.controller.UserController     : Home page accessed - Authentication: AnonymousAuthenticationToken [Principal=anonymousUser, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=127.0.0.1, SessionId=F9047AD2951AE1BB4CE4EE5CCED915A0], Granted Authorities=[ROLE_ANONYMOUS]]
2025-03-26T22:26:33.209+09:00 DEBUG 36508 --- [http-nio-8080-exec-2] com.example.signup.service.UserService   : Attempting to find user: gksmfthsu000
2025-03-26T22:26:33.211+09:00 DEBUG 36508 --- [http-nio-8080-exec-2] org.hibernate.SQL                        : 
    select
        ue1_0.user_idx,
        ue1_0.city,
        ue1_0.created_at,
        ue1_0.email,
        ue1_0.gender,
        ue1_0.naver_user_id,
        ue1_0.nickname,
        ue1_0.password,
        ue1_0.profile_image,
        ue1_0.provider,
        ue1_0.province,
        ue1_0.updated_at,
        ue1_0.user_id,
        ue1_0.user_name 
    from
        user_entity ue1_0 
    where
        ue1_0.user_id=?
2025-03-26T22:26:33.270+09:00  INFO 36508 --- [http-nio-8080-exec-3] c.e.signup.controller.UserController     : Home page accessed - Authentication: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=gksmfthsu000, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=127.0.0.1, SessionId=F9047AD2951AE1BB4CE4EE5CCED915A0], Granted Authorities=[ROLE_USER]]
2025-03-26T22:26:33.271+09:00  INFO 36508 --- [http-nio-8080-exec-3] c.e.signup.controller.UserController     : Principal type: org.springframework.security.core.userdetails.User
2025-03-26T22:26:33.272+09:00 DEBUG 36508 --- [http-nio-8080-exec-3] org.hibernate.SQL                        : 
    select
        ue1_0.user_idx,
        ue1_0.city,
        ue1_0.created_at,
        ue1_0.email,
        ue1_0.gender,
        ue1_0.naver_user_id,
        ue1_0.nickname,
        ue1_0.password,
        ue1_0.profile_image,
        ue1_0.provider,
        ue1_0.province,
        ue1_0.updated_at,
        ue1_0.user_id,
        ue1_0.user_name 
    from
        user_entity ue1_0 
    where
        ue1_0.user_id=?
2025-03-26T22:26:33.274+09:00  INFO 36508 --- [http-nio-8080-exec-3] com.example.signup.service.UserService   : User loaded: gksmfthsu000
2025-03-26T22:26:33.274+09:00  INFO 36508 --- [http-nio-8080-exec-3] c.e.signup.controller.UserController     : User info from database - ID: gksmfthsu000, Nickname: ·Î·Î
2025-03-26T22:26:36.208+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.controller.UserController     : ===== Starting Naver Login Process =====
2025-03-26T22:26:36.208+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : ===== Naver Authorization URL Generation =====
2025-03-26T22:26:36.208+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : Client ID: WteM7gNGfkJM9lP0SWpl
2025-03-26T22:26:36.208+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : Client Secret: exists
2025-03-26T22:26:36.208+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : Redirect URI (original): http://localhost:8080/login/naver/callback
2025-03-26T22:26:36.208+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : Redirect URI (encoded): http://localhost:8080/login/naver/callback
2025-03-26T22:26:36.208+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : State: 54e14903-8ffe-4ceb-997a-b27e93ba05ac
2025-03-26T22:26:36.208+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : Generated URL: https://nid.naver.com/oauth2.0/authorize?response_type=code&client_id=WteM7gNGfkJM9lP0SWpl&redirect_uri=http://localhost:8080/login/naver/callback&state=54e14903-8ffe-4ceb-997a-b27e93ba05ac
2025-03-26T22:26:36.208+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.service.NaverApiService       : ===========================================
2025-03-26T22:26:36.208+09:00  INFO 36508 --- [http-nio-8080-exec-5] c.e.signup.controller.UserController     : Redirecting to Naver Authorization URL: https://nid.naver.com/oauth2.0/authorize?response_type=code&client_id=WteM7gNGfkJM9lP0SWpl&redirect_uri=http://localhost:8080/login/naver/callback&state=54e14903-8ffe-4ceb-997a-b27e93ba05ac
2025-03-26T22:26:36.463+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.controller.UserController     : ===== Naver callback processing =====
2025-03-26T22:26:36.463+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.controller.UserController     : Naver callback received - code: 5TweEvBK1BlpAYSa1I, state: 54e14903-8ffe-4ceb-997a-b27e93ba05ac
2025-03-26T22:26:36.463+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.service.NaverApiService       : ===== Getting User Info from Naver =====
2025-03-26T22:26:36.463+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.service.NaverApiService       : Code: 5TweEvBK1BlpAYSa1I
2025-03-26T22:26:36.463+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.service.NaverApiService       : State: 54e14903-8ffe-4ceb-997a-b27e93ba05ac
2025-03-26T22:26:36.463+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.service.NaverApiService       : Token URL: https://nid.naver.com/oauth2.0/token?grant_type=authorization_code&client_id=WteM7gNGfkJM9lP0SWpl&client_secret=knW6aJgVW8&code=5TweEvBK1BlpAYSa1I&state=54e14903-8ffe-4ceb-997a-b27e93ba05ac
2025-03-26T22:26:36.555+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.service.NaverApiService       : Token Response Status: 200 OK
2025-03-26T22:26:36.555+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.service.NaverApiService       : Token Response Body: {"access_token":"AAAAPP3cEuFY88j6beUfErF8gnyOF8UlH2O_iS8REDRb2sNZbyDmkBi7JSToz6tniy7DRsPxHxrYWd2H-9ME8gpl7vo","refresh_token":"uO7zhonWzWus0LopYEVQPv7rdHVTox7ZsAOATI8cPL2x6jr142r2pDxwQkcCYYxsdVb90Wf3N6hbsf3qZbzamYG1Z9976Um4biinr1hAkUJz275k9ozWTMhSnHJ4rJpk0","token_type":"bearer","expires_in":"3600"}
2025-03-26T22:26:36.638+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.service.NaverApiService       : User Info Response Status: 200 OK
2025-03-26T22:26:36.639+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.service.NaverApiService       : User Info Response Body: {"resultcode":"00","message":"success","response":{"id":"l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo","age":"20-29","gender":"F","mobile":"010-4338-3841","mobile_e164":"+821043383841","name":"\uad8c\uccb4\uc740","birthday":"05-16","birthyear":"2000"}}
2025-03-26T22:26:36.639+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.controller.UserController     : Retrieved user info - ID: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo, Name: ±ÇÃ¼Àº, Email: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo@naver.com, Provider: NAVER
2025-03-26T22:26:36.640+09:00 DEBUG 36508 --- [http-nio-8080-exec-4] org.hibernate.SQL                        : 
    select
        ue1_0.user_idx,
        ue1_0.city,
        ue1_0.created_at,
        ue1_0.email,
        ue1_0.gender,
        ue1_0.naver_user_id,
        ue1_0.nickname,
        ue1_0.password,
        ue1_0.profile_image,
        ue1_0.provider,
        ue1_0.province,
        ue1_0.updated_at,
        ue1_0.user_id,
        ue1_0.user_name 
    from
        user_entity ue1_0 
    where
        ue1_0.user_id=?
2025-03-26T22:26:36.642+09:00  INFO 36508 --- [http-nio-8080-exec-4] com.example.signup.service.UserService   : Checking if user exists - userId: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo, exists: true
2025-03-26T22:26:36.642+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.controller.UserController     : User exists in database: true
2025-03-26T22:26:36.643+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.controller.UserController     : Existing user found. Processing login...
2025-03-26T22:26:36.646+09:00 DEBUG 36508 --- [http-nio-8080-exec-4] org.hibernate.SQL                        : 
    select
        ue1_0.user_idx,
        ue1_0.city,
        ue1_0.created_at,
        ue1_0.email,
        ue1_0.gender,
        ue1_0.naver_user_id,
        ue1_0.nickname,
        ue1_0.password,
        ue1_0.profile_image,
        ue1_0.provider,
        ue1_0.province,
        ue1_0.updated_at,
        ue1_0.user_id,
        ue1_0.user_name 
    from
        user_entity ue1_0 
    where
        ue1_0.user_id=?
2025-03-26T22:26:36.651+09:00  INFO 36508 --- [http-nio-8080-exec-4] com.example.signup.service.UserService   : User loaded: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo
2025-03-26T22:26:36.651+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.controller.UserController     : User loaded from database - ID: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo, Nickname: ¾È³ç123, Provider: NAVER
2025-03-26T22:26:36.652+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.controller.UserController     : Security context set for user: l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo
2025-03-26T22:26:36.652+09:00  INFO 36508 --- [http-nio-8080-exec-4] c.e.signup.controller.UserController     : Current authentication: UsernamePasswordAuthenticationToken, Principal: org.springframework.security.core.userdetails.User [Username=l71LROrKyw4pXBVMVieLW-b8rDG0Lc8AdUK0HkeMbJo, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Authenticated: true
